@relation 'credit-Kaggle-weka.filters.unsupervised.attribute.Reorder-R10,9,8,7,6,5,4,3,1,2,11'

@attribute NumberOfDependents numeric
@attribute NumberOfTime60-89DaysPastDueNotWorse numeric
@attribute NumberRealEstateLoansOrLines numeric
@attribute NumberOfTimes90DaysLate numeric
@attribute NumberOfOpenCreditLinesAndLoans numeric
@attribute MonthlyIncome numeric
@attribute DebtRatio numeric
@attribute NumberOfTime30-59DaysPastDueNotWorse numeric
@attribute RevolvingUtilizationOfUnsecuredLines numeric
@attribute age numeric
@attribute SeriousDlqin2yrs {0,1}

@data
1,0,1,0,10,3806,0.382191,0,0.464721,64,0
0,0,1,0,17,6700,0.22922,0,0.032557,58,0
4,0,0,0,3,4916,0.198698,0,1,56,1
3,2,1,0,7,?,3520,4,0.155659,49,0
0,0,0,0,15,3725,0.032206,0,0.018179,45,0
0,0,1,0,13,3800,0.289398,0,0.050739,41,0
0,0,0,0,10,?,700,0,0.000516,82,0
0,0,5,0,15,12638,0.568558,1,0.949561,49,0
1,0,0,0,7,2600,0.190696,0,0,55,0
2,0,2,0,9,9250,0.663604,0,0.848586,45,0
0,0,0,0,1,?,25,0,1.044944,61,1
1,0,1,0,33,6561,1.327949,0,0.977023,36,0
0,0,2,0,8,?,1453,0,0.017869,47,0
0,0,0,0,6,4300,0.155545,1,0.045545,55,0
0,0,0,0,2,820,0,0,0,24,0
0,0,3,0,13,527,8.668561,0,0.882054,58,1
1,0,0,1,12,2804,0.244563,1,0.267577,30,0
0,0,0,0,2,2600,0.26336,0,1,25,0
0,0,0,0,10,800,0.02372,0,0.009107,68,0
1,0,3,0,15,6310,0.984472,0,1.743493,54,1
0,0,1,0,16,0,3986,0,0.204903,64,0
0,0,2,0,7,6311,0.42443,2,0.303036,57,0
0,0,2,0,11,11100,0.643365,0,0.055685,54,0
2,1,0,0,9,4600,0.321669,0,0.886571,45,0
4,0,1,0,13,8000,0.207099,0,0.009484,45,0
0,0,0,0,10,?,1008,0,0.047112,54,0
2,0,1,0,9,5416,0.509692,0,0.31308,40,0
0,0,1,0,7,8000,0.160855,0,0.260561,57,0
0,0,0,0,5,?,223,0,0,39,0
0,0,2,0,20,10416,0.418931,0,0.100736,37,0
2,0,2,0,4,5833,0.273912,0,1,45,0
4,0,0,0,4,12000,0.057162,0,0.057816,53,0
1,0,1,0,11,5491,0.734523,0,0.640841,51,1
0,0,2,0,7,7900,0.523225,0,0.687625,53,0
1,0,1,5,30,4666,0.887294,1,0.577531,53,1
2,0,0,0,7,10665,0.055972,0,0.014867,44,0
0,0,2,0,6,6200,0.232704,0,0.453254,62,0
1,0,0,0,4,3333,0.356329,0,0.854439,31,0
?,0,0,0,7,?,7,0,0.004723,79,0
0,0,1,0,9,7166,0.277941,0,0.010762,55,0
0,0,0,0,3,898,0.598443,0,0.248701,23,0
1,0,1,0,20,4701,0.42684,0,0.369513,83,0
1,0,1,0,10,7787,0.305855,0,0.193619,51,0
1,0,2,0,14,5520,0.602427,0,0.428368,39,0
0,0,0,0,7,?,0,0,0,66,0
0,0,2,0,14,8200,0.360444,0,0,54,1
1,0,0,0,3,1860,0.256851,3,1,28,0
?,0,0,0,3,?,455,0,0.638692,51,1
0,0,1,0,2,7200,0.150257,0,0.164207,49,0
0,1,2,0,5,8333,0.289537,3,0.02619,31,0
0,0,2,0,14,4933,0.740373,0,0.593734,52,0
0,0,0,0,2,100,1.881188,2,0.491371,27,0
1,0,2,0,18,11224,0.311091,0,0.104789,50,0
0,0,2,2,9,6000,0.615397,4,0.849334,49,1
2,0,0,0,5,6551,0.177961,0,0.165135,36,0
1,0,1,0,10,3000,0.1986,1,0.065114,90,0
3,0,1,0,6,2300,0.71708,1,1,52,0
0,0,0,0,5,5300,0.086399,1,1,67,0
0,0,0,0,9,5400,0.24551,0,0.060069,81,0
2,0,2,0,11,6750,0.661532,0,0.598946,44,0
0,0,2,0,6,?,2616,0,0.589221,74,0
0,0,1,0,7,5200,0.210152,0,0.023295,72,0
0,0,1,0,11,7500,0.320757,0,0.087151,46,0
2,0,1,0,4,12500,0.12999,0,0.035498,55,0
0,0,1,0,5,6000,0.118647,0,0.036358,57,0
3,0,2,0,11,7000,0.366233,0,0.06605,46,0
0,0,0,0,3,?,0,0,0,74,0
0,0,0,0,5,?,46,0,0.012516,64,0
0,0,2,0,7,7833,0.37082,0,0.732798,64,1
3,0,0,0,10,5560,0.340406,0,0.952489,47,0
0,0,1,0,8,900,1.045505,0,0.005612,73,0
1,0,1,0,18,6813,0.377165,0,0.303999,40,0
0,0,1,0,6,9424,0.144934,0,0.106809,58,0
0,0,0,0,2,1800,0.012215,0,0.016569,85,0
0,0,0,0,15,?,1457,0,0.915867,35,1
1,0,2,0,13,7291,0.33859,0,0.082461,39,0
0,0,0,0,1,2600,0.00692,0,0.629371,23,0
?,0,1,0,8,?,1686,0,0.077792,56,0
0,1,0,4,3,2500,0.09996,0,0.007984,30,0
0,0,0,0,2,10000,0.084592,0,0.180525,46,0
0,0,4,0,12,?,1506,0,0.11167,49,0
0,0,1,0,3,6333,0.086044,0,0,38,0
2,0,0,0,2,7333,0.072948,0,0.254882,59,0
0,0,1,0,5,5027,0.497414,0,0.005538,52,0
0,0,1,0,9,2000,2.375312,0,0.007649,51,0
0,0,0,0,13,5250,0.224719,0,0.042767,34,0
0,0,3,0,7,11100,0.35213,0,0.037836,49,0
2,0,1,0,7,6390,0.186512,1,0.526588,50,0
1,0,1,0,12,5534,0.273351,0,0.278195,58,0
0,0,0,0,7,5000,0.017197,0,0.081986,81,0
1,0,1,0,16,2900,1.149604,0,0.233795,35,0
0,0,0,0,6,3211,0.113636,0,1,33,0
3,0,1,0,9,5970,0.570089,0,0.139867,42,0
0,0,0,0,20,4400,0.46194,0,0.25765,53,0
0,0,1,0,4,?,4575,0,0,68,0
0,0,1,0,6,3333,1.079184,0,1,50,0
0,0,3,0,13,?,3609,0,0,59,0
0,0,0,0,6,2435,0.017652,0,0.03664,51,0
2,0,0,0,4,?,78,0,0.089183,46,0
3,1,1,0,6,6366,0.154861,0,0,49,0
0,0,1,0,7,5416,0.401883,0,0.079986,53,0
2,0,0,0,12,6600,0.206332,0,0.242355,37,0
0,0,1,0,4,5413,0.263207,0,0.966467,46,0
1,1,1,0,20,11416,0.311816,0,0.110452,63,0
0,0,1,0,3,?,993,0,0.0606,34,0
0,0,2,0,4,?,3402,0,0.018694,73,0
0,0,0,0,8,?,4,0,0.002691,57,0
1,0,0,0,10,3040,0.177573,0,0.491955,32,0
2,1,2,0,11,6188,0.690903,0,0.511912,36,1
2,0,3,0,11,13000,0.377279,0,0.02066,57,0
1,1,1,0,6,3243,0.443896,3,0,36,1
0,1,2,4,5,6000,0.548909,0,1,46,0
0,0,0,1,4,3240,0.220611,1,0.656716,30,1
0,0,0,0,1,?,4,0,0.267465,24,0
0,0,0,0,5,4200,0.254939,0,0,47,0
0,0,2,0,11,5920,0.350448,0,0.123148,53,0
0,0,0,0,3,0,88,0,0.057716,76,0
0,0,2,0,4,6283,0.442234,0,0.50133,71,0
2,0,1,0,14,5500,0.377386,0,0.118444,35,0
0,0,1,0,12,5640,0.376529,0,0.063129,55,0
1,0,2,0,9,5400,0.819478,0,0.404603,45,0
0,0,0,0,4,?,207,0,0.07993,28,0
2,0,2,0,7,6720,0.985121,0,0.76166,36,0
2,0,1,0,5,12000,0.12324,0,0.042591,49,0
1,0,1,0,16,5250,0.650162,0,0.493495,65,0
0,0,1,0,7,?,1109,0,0,38,0
0,0,1,0,3,1700,1.08348,1,1,31,0
1,0,1,1,10,7795,0.13276,0,0.200905,65,0
1,0,1,0,12,7300,0.342008,0,0.155965,45,0
2,0,0,0,12,5333,0.185227,0,0,49,0
0,0,1,0,8,5150,0.501844,0,0.365341,50,0
5,1,1,1,3,2922,0.744783,2,1,53,0
0,0,0,0,9,1767,0.071833,0,0.012364,79,0
4,0,1,0,13,14850,0.197428,0,0.458123,61,0
0,0,1,0,5,9479,0.072152,0,0.069299,62,0
0,0,0,0,14,8000,0.215598,0,0.567642,42,0
0,0,1,0,2,?,1945,0,0,47,0
0,0,0,0,1,3087,0.102332,0,1,48,0
2,0,2,0,6,1918,0.380928,2,1,45,1
1,0,1,0,7,5500,0.442101,0,0.194669,44,0
0,0,0,0,5,3833,0.271518,0,0.682694,39,1
0,1,0,0,8,?,141,1,1.230842,27,1
0,0,1,0,20,12500,0.160707,0,0.18169,56,0
1,0,1,0,13,5790,0.420998,0,0.195977,54,0
0,0,2,0,6,3000,0.278241,0,0.048399,69,0
0,0,0,0,0,500,0,0,1,45,0
0,0,0,0,3,2237,0.284629,0,0.892612,25,0
0,0,1,0,4,5600,0.396536,0,1,55,0
0,0,0,0,7,4500,0.085092,0,0.086364,28,0
2,0,1,0,7,9000,0.180535,0,0.002703,43,0
0,0,1,0,16,8200,0.661017,0,0.234113,60,0
0,0,1,0,3,?,184,0,0.064704,58,0
0,0,2,0,7,?,2988,0,0,45,0
2,0,3,0,13,13005,0.482085,0,0.428078,50,0
1,0,0,0,6,800,0.474407,0,0.144571,30,0
0,0,1,0,14,3928,0.239501,1,0.006344,58,0
1,0,2,0,9,9000,0.303633,1,0.036605,64,1
0,0,0,0,8,6300,0.388986,0,0.80431,64,0
3,0,1,0,7,7333,0.262476,0,0.162601,57,0
1,0,1,0,5,3931,0.333927,0,0.642472,55,0
0,0,0,0,11,10833,0.068488,0,0,41,0
1,1,1,0,11,9166,0.561798,3,0.802811,41,1
1,0,1,1,4,7166,0.24571,5,0.465116,47,1
3,0,0,2,1,4036,0.168937,1,1,49,1
2,0,2,0,9,5166,0.488678,0,0.005496,38,0
0,1,1,0,7,7250,0.304648,3,0.003453,59,1
0,0,0,0,5,4134,0.076179,0,0.457671,71,0
0,0,0,0,11,2050,0.235982,0,0.548545,28,0
2,0,1,0,7,5400,0.186262,0,0.340881,50,0
1,0,0,0,9,3240,0.429497,0,0.315312,27,0
0,0,2,0,9,?,6564,0,0.873376,45,0
0,1,0,2,5,1326,0.523738,1,0.628437,66,1
1,0,0,0,4,9000,0.042329,0,0,37,0
3,0,0,0,7,11250,0.0008,0,0.005722,53,0
3,0,1,0,23,1330,3.46281,0,0.606957,64,0
0,0,2,0,14,6750,0.554585,1,0.501056,56,0
0,0,0,0,4,5500,0.002363,0,0.031065,36,0
3,0,1,1,2,71000,0.023253,0,1,56,1
5,0,12,0,26,25440,0.572462,0,0.280346,62,0
0,0,0,0,3,5500,0.000727,0,0.010799,66,0
1,0,0,0,10,6340,0.183567,0,0.002654,80,0
1,0,1,0,9,2300,0.704476,0,0,46,0
?,0,0,0,1,?,112,0,1,21,0
0,0,1,0,8,12584,0.354629,1,0.534754,52,0
2,0,1,0,6,6853,0.279253,0,0.595717,46,0
0,0,2,0,6,5316,0.779575,0,0.261107,48,0
3,0,2,0,24,3056,0.673863,0,0.023992,47,0
4,0,3,0,18,8858,0.705046,0,0.448181,47,0
0,1,1,1,6,?,1600,5,0,40,1
0,0,0,0,3,2731,0.284407,0,0.603586,65,0
0,0,0,0,3,2500,0.005198,0,0.313125,40,0
2,0,5,0,15,9637,0.925296,3,0.765419,55,0
0,0,1,0,4,3285,0.808886,0,0.494251,30,0
3,0,0,0,17,9337,0.174984,0,0.229692,47,0
0,0,0,0,4,?,41,0,0,64,0
0,0,3,0,8,7500,0.502333,0,0.093973,35,0
1,0,0,0,4,4500,0.104421,0,0.307139,49,0
0,0,1,0,7,?,1298,0,0,59,0
2,0,0,0,15,?,431,1,0.12998,54,0
1,0,2,0,18,6500,0.5473,0,0.708645,62,1
0,0,1,0,14,6727,0.223246,0,0.064606,55,0
0,0,1,0,8,3200,0.499531,0,0,34,0
1,0,0,0,4,14513,0.040719,0,0.134745,62,0
0,0,0,0,9,5833,0.23363,0,0.578619,45,0
5,0,4,0,12,14000,0.404828,0,0.523257,41,0
0,0,2,0,13,4016,0.495644,0,0.913341,29,0
2,0,3,1,9,8600,0.441925,1,0.819181,51,0
0,0,1,0,3,0,798,0,0.03441,69,0
0,0,0,0,8,1963,0.178717,0,0.046056,57,0
2,0,1,0,6,1883,0.714968,0,0.193953,50,0
0,0,2,0,13,1,608,1,1,53,0
2,0,2,0,9,12000,0.48596,0,0.020952,50,0
0,0,0,0,5,4000,0.035741,0,0.159983,39,0
0,0,2,0,5,5145,0.246599,0,0.070502,35,0
1,0,1,0,8,5437,0.426811,0,0.589831,60,0
1,0,0,0,3,10667,0.162823,0,1,43,0
2,0,1,0,12,6800,0.37171,0,0.283848,64,0
0,0,0,0,5,?,122,0,0.205574,83,0
0,0,1,0,8,2500,0.758497,0,0,64,0
1,0,1,0,9,7100,0.381073,1,0.336897,60,0
?,0,0,0,14,?,1291,0,0.03,61,0
0,0,0,0,6,5000,0.093181,0,0.152821,38,0
1,0,3,0,11,9992,0.558391,1,0.751142,66,0
1,0,0,0,10,3000,0.194269,0,0.304864,31,0
0,0,0,0,2,916,0.19084,0,0.031587,33,0
1,0,2,0,21,6000,0.310115,0,0.007775,79,0
0,0,1,0,12,3092,0.674749,0,0.589426,65,0
0,0,0,0,7,1477,0.197564,0,1.033079,52,1
0,0,4,0,17,9985,0.389245,0,0.069988,51,0
2,0,0,0,12,6100,0.458613,4,0.77924,38,1
2,0,0,0,6,8333,0.061195,0,0.096029,32,0
2,0,1,0,8,8132,0.330874,0,0.558878,63,0
0,0,2,0,7,8750,0.353788,0,0.688437,32,0
0,0,2,0,16,5166,0.365202,0,0.317147,47,0
0,0,1,0,7,11000,0.429325,0,0.037342,66,0
0,0,1,0,16,8333,0.151668,0,0.009068,52,0
2,0,1,0,7,2000,1.069465,1,0.021211,36,0
2,0,1,0,7,4166,0.432445,0,0.39139,56,0
3,0,1,0,10,8380,0.437657,0,0.777522,33,0
0,0,0,0,2,1879,0.031915,0,0.065868,24,0
1,0,5,0,14,8333,0.829974,0,0.42354,62,0
0,0,1,0,3,?,1038,0,0.05408,74,0
0,0,1,0,11,3661,0.465866,0,0,35,0
0,0,0,0,6,4583,0.0024,0,0.005844,68,0
0,0,0,0,7,2400,0.012078,0,0.014273,29,0
0,0,2,0,16,9000,0.301522,0,0.009619,39,0
0,0,1,0,12,4572,0.319921,0,0.153049,62,0
1,0,0,0,9,9713,0.049825,0,0.320105,53,0
1,0,1,0,10,5200,0.379735,0,0.306049,40,0
3,0,1,0,9,8933,0.389747,1,0.7939,45,0
0,0,0,0,4,764,0.678431,1,0,28,0
0,0,0,0,13,10765,0.105053,0,0.19335,44,0
0,0,2,0,8,6500,0.147054,0,0.238671,60,0
2,0,1,0,7,8583,0.515028,0,0.041048,46,0
0,0,1,0,20,5425,0.932178,0,0.747946,74,0
4,0,2,0,14,20145,0.239154,0,0.540808,51,0
0,0,0,0,5,?,22,0,0.01709,41,0
0,0,0,3,0,2600,0,0,1,28,0
1,0,2,0,7,5200,0.831955,0,0.031896,49,0
0,0,2,0,14,15366,0.527494,0,0.379845,89,1
1,0,2,0,10,6377,0.426623,0,0.177537,69,0
3,0,1,0,6,1,797.5,0,0.112805,39,0
0,0,0,0,8,6400,0.136385,0,0.997491,30,0
0,0,3,0,8,?,4432,0,0.102861,37,0
0,0,1,0,13,?,2219,0,0.000333,50,0
0,0,0,0,3,4333,0.092293,0,0.906419,25,0
0,0,1,0,5,5300,0.201849,0,0.684376,68,0
0,0,0,0,1,?,30,0,0.056275,51,0
2,0,1,0,8,5600,0.194072,0,0.118998,47,0
2,0,1,1,9,2900,0.78697,0,0.404555,32,0
1,0,2,0,12,6322,0.518425,0,0.105195,80,0
1,0,1,0,7,8521,0.100211,0,0.047444,67,0
0,0,0,0,16,3000,0.055981,0,0.056336,68,0
0,0,0,0,0,770,0,0,1,33,0
1,0,1,0,4,13487,0.124555,0,0.202613,41,0
0,0,0,1,1,500,0.071856,0,0.54491,26,0
0,0,1,0,4,5833,0.378642,0,0.110683,68,0
1,0,1,0,10,12000,0.129323,0,1.12525,38,0
0,0,2,0,9,?,3007,0,0,67,0
0,0,1,0,8,9160,0.173016,0,0.018659,80,0
?,0,0,0,8,?,5,0,0.005666,79,0
0,0,1,0,7,5423,0.577434,0,0.683414,54,0
?,0,2,0,8,?,4604,0,0.086704,53,0
0,0,0,0,10,?,75,0,0.044554,62,0
3,0,1,0,5,6666,0.328034,0,0.01994,47,0
?,0,0,0,18,?,19,0,0.010376,77,0
0,0,1,0,9,3958,0.474867,1,0,66,0
0,0,1,0,8,8500,0.333373,0,0.661998,43,0
0,0,1,0,3,?,1035,0,0.068138,75,0
0,0,0,0,4,1700,0.100529,0,1,25,0
0,0,2,0,9,12500,0.24566,0,0.040356,46,0
2,0,5,0,14,10000,0.722628,0,0.321328,41,0
2,0,0,1,3,1200,0.114904,0,0.661147,29,1
0,0,0,0,4,1300,0.328209,0,0.013839,27,0
1,0,1,0,6,3139,0.280573,0,0.146687,54,0
0,0,1,0,3,11666,0.113482,0,0.909377,61,0
0,0,2,0,13,10381,0.111539,0,0.03287,75,0
0,0,0,0,0,1800,0.00111,0,1,25,0
1,0,2,0,10,8845,0.281144,0,0.367515,32,0
0,0,0,0,1,11300,0.000442,0,0.010888,60,0
0,0,0,0,2,2745,0.021486,0,1,24,0
0,0,0,0,14,3800,0.009471,0,0.009146,88,0
1,0,2,0,7,3100,0.743954,0,0,62,0
3,0,0,0,7,1440,0.574601,0,0.026646,49,0
0,0,0,1,13,4000,0.066733,1,0.121705,63,0
3,0,1,0,8,14383,0.170398,0,0.035227,55,0
0,0,1,2,7,?,1898,2,1,55,1
1,0,1,0,11,5524,0.58552,2,0.733169,49,1
0,0,0,0,5,3267,0.224908,0,0.856381,35,0
?,0,0,0,9,?,837,0,0.174888,69,0
0,0,0,0,4,1700,0.193416,0,0.020347,66,0
0,0,0,0,0,?,0,0,1,60,0
0,0,0,0,1,?,21,0,0.070693,28,0
0,0,1,0,3,?,790,0,1,75,0
2,2,1,0,19,9550,0.346142,2,0.957735,52,1
0,0,1,0,4,3397,0.434079,0,0.435034,53,0
0,0,0,0,3,?,748,0,0.218893,58,0
3,0,1,0,7,5000,0.177165,0,0.651385,61,0
0,1,2,0,18,?,3476,0,0.105957,71,0
1,0,1,0,15,6297,0.590822,0,0.459625,48,0
0,0,1,0,3,3100,0.606901,1,1,47,1
3,0,0,0,3,1540,0.31538,0,0.997545,31,0
1,0,2,0,12,?,3207,0,0.045624,49,0
2,0,1,0,8,?,2040,1,0.816286,61,0
0,0,2,0,5,4786,0.469187,1,0.717856,44,0
3,1,0,2,5,14335,0.101004,4,1.039867,38,1
3,0,0,1,0,776,0,0,1,36,1
0,1,1,2,13,7904,0.247944,4,1,52,1
1,0,2,0,18,5784,0.342783,1,0.176059,64,0
0,0,0,0,8,3500,0.136247,0,0.003446,55,0
0,0,2,0,16,8668,0.884993,0,0.006003,35,0
0,0,0,0,1,?,0,0,0,60,0
?,0,1,0,7,?,1456,0,0,61,0
1,0,2,0,11,?,3799,0,0.631595,51,0
1,0,1,0,4,?,1477,0,0.036523,70,0
4,1,1,2,2,3544,0.315092,2,0.914441,46,1
0,0,0,0,3,6246,0.046262,0,0.185097,28,0
3,0,1,0,8,7083,0.264257,0,0.045716,44,0
1,0,1,0,6,5080,0.160008,0,0.025326,74,0
2,0,0,0,12,10416,0.19065,0,0.560541,44,0
2,0,1,0,8,3200,0.74258,0,0.543484,36,0
3,1,0,1,5,5000,0.107578,1,1.101796,37,1
1,0,1,0,5,4761,0.368123,0,0.279049,62,0
0,0,0,0,13,1316,3.077449,0,0.179371,88,0
2,0,0,0,16,2500,0.569372,0,0.304202,56,0
4,0,2,0,8,3500,0.516138,1,0.626673,39,1
1,0,1,0,4,5100,0.279161,0,0.031799,63,0
0,0,2,0,8,4166,0.531797,0,0.363006,48,0
1,0,2,0,8,11166,0.280917,0,0.068759,61,0
0,0,0,0,5,2769,0.273646,1,1.014996,49,0
0,0,0,0,2,5500,0.005272,0,0.111596,64,0
1,0,1,0,5,5312,0.27668,1,0.096932,51,0
0,0,1,0,14,4580,0.549662,1,0.269171,41,0
0,0,2,0,4,6000,0.595234,0,0.228633,62,0
3,0,1,0,11,6000,0.623063,0,0.708775,42,0
0,0,0,0,2,3000,0.032989,0,0.637473,27,0
2,1,5,0,16,6134,1.182396,0,0.713019,47,1
2,0,2,0,18,6000,0.922346,0,1.004028,52,0
2,0,2,0,7,7168,0.234482,1,0,40,0
2,0,1,0,18,?,3077,1,0.154247,43,0
0,0,1,7,14,?,5732,4,0.875433,63,1
0,0,0,0,7,?,613,0,0.041773,30,0
0,0,2,0,12,9500,0.301021,0,0.206357,63,0
0,0,0,0,2,2557,0,0,0.006997,23,0
2,1,1,2,8,450,3.354767,2,1.074221,47,0
0,0,2,0,13,?,1922,0,0.005652,64,0
0,0,0,0,2,3500,0.085119,0,1,26,0
1,0,0,0,4,?,18,0,0.016886,43,0
3,0,1,0,14,1929,1.945596,1,0.2725,54,0
0,0,2,0,6,8700,0.212045,0,0.167494,41,0
0,0,2,0,13,13096,0.130717,0,0.013507,63,0
3,0,0,0,13,?,1400,0,0.489351,41,0
0,0,2,0,8,?,1611,0,0.097827,57,0
0,0,0,0,14,3645,0.215304,0,0.463851,61,0
0,0,1,0,14,8289,0.299035,0,0.057952,47,0
3,0,1,0,21,7821,0.318205,0,0.127698,62,0
2,0,0,0,1,?,147,0,1,34,0
0,1,0,0,6,3500,0.181377,0,0.060934,27,1
2,0,2,0,10,12700,0.473191,0,0.896988,43,0
0,0,2,0,11,?,2598,0,0,63,0
0,0,0,0,8,0,164,0,0.012666,85,0
3,0,0,0,3,3500,0.00657,0,0.03502,41,0
?,0,1,0,20,?,3126,0,0.213394,60,0
0,0,0,0,17,4100,0.071934,0,0.002129,62,0
0,0,1,0,5,?,2938,0,0.028056,67,0
0,0,0,0,16,?,2826,1,0.82832,62,0
0,0,2,0,7,8160,0.53241,0,0.186146,31,0
3,0,0,0,2,?,122,0,0.169951,47,0
0,0,1,1,7,1400,1.418986,1,1.024325,64,1
1,0,2,0,9,6250,0.353223,0,0.21992,51,0
1,0,1,0,10,1520,2.286654,1,0.21892,40,1
0,0,1,0,20,9501,0.456956,0,0.741359,67,0
0,0,0,0,1,3500,0.001714,0,0.045824,23,0
0,0,0,0,2,1000,0.211788,0,0.781219,42,0
3,0,0,0,5,4912,0.140647,2,0.567795,38,1
4,0,7,0,14,16000,0.711081,8,0,35,1
0,0,1,0,8,2137,0.652479,0,1.005853,64,0
0,0,0,0,4,?,41,0,0.022257,69,0
2,0,0,0,4,7630,0.054646,0,0.295887,41,0
5,0,2,0,8,16188,0.305022,1,0.137209,51,0
1,0,1,0,8,12475,0.200465,0,0.140022,47,0
0,0,9,0,35,19867,0.815432,1,0.451793,83,0
0,0,0,0,4,3541,0.002541,0,0.011856,77,0
?,0,0,0,8,?,18,0,0.028283,78,0
0,0,2,0,8,2400,0.398584,0,0,75,0
0,0,2,0,8,8212,0.499574,0,0,66,0
0,0,0,0,7,1483,0.797844,0,0.548437,44,0
0,0,0,0,7,2050,0.141882,0,0.019867,77,0
2,0,0,1,7,5172,0.154842,0,0.206216,33,0
2,0,1,0,7,2200,0.774648,0,0.447715,48,0
3,0,1,0,7,4000,0.511122,0,0.657306,39,0
0,0,0,0,5,4600,0.069333,0,0.338732,74,0
0,0,0,0,7,3333,0.062388,0,0.072643,63,0
0,0,2,0,10,2000,1.875062,0,0.045951,67,0
0,0,0,0,6,5000,0.016797,0,0.032957,78,0
0,0,1,0,6,3680,0.552567,0,0,71,0
1,0,0,0,13,2694,0.83859,1,0.261227,62,0
0,0,1,0,20,7000,0.740037,0,0.437047,75,0
?,0,1,0,6,?,1095,0,0.01111,62,0
0,0,1,0,14,4417,0.559756,0,0.035488,61,0
0,0,3,0,15,3500,0.640103,0,0.99284,81,0
3,1,1,4,5,2250,0.508219,0,1.551495,51,0
0,0,0,0,12,3721,0.385814,1,0.564295,51,0
0,0,1,0,7,?,429,0,0.020186,76,0
5,0,3,0,8,11200,0.279172,0,0.003845,43,0
3,0,3,0,21,?,3895,1,0.000015,52,0
0,0,0,0,7,?,561,0,0.846307,26,1
4,0,1,0,8,8580,0.22713,0,0.272476,52,0
0,0,1,0,5,?,1737,0,0.079587,37,0
?,0,0,0,2,?,2,0,0.004057,66,0
0,0,5,0,8,10800,1.11573,0,0.018651,56,1
3,0,1,0,15,0,2736,0,0.111729,46,0
3,0,1,0,8,8943,0.43314,1,0.780728,46,0
0,0,1,0,6,4000,0.803549,0,0.030721,41,0
0,0,0,0,3,5000,0.0024,1,0.201899,24,0
0,0,0,0,4,?,881,0,0.057455,26,0
0,0,0,0,4,4200,0,1,0,67,0
2,0,1,0,14,?,4025,0,0.80096,38,0
0,0,0,0,1,6000,0.011165,0,0.706342,35,0
0,0,0,0,4,1400,0.14561,0,0.203266,36,0
0,0,3,0,9,0,6543,0,0.184316,39,0
0,0,0,0,6,6900,0.165483,1,0.069142,61,0
0,0,0,0,7,1500,0.025316,0,0.05197,64,0
0,0,0,0,4,898,0.57842,0,0,25,0
1,0,1,0,14,6284,0.389181,0,0.072635,46,0
0,0,2,0,7,8694,0.087982,0,0.302433,63,0
1,0,1,0,6,10000,0.191281,0,0.207643,62,0
0,0,0,0,11,2500,0.253099,0,0.670484,32,0
3,0,1,0,7,14089,0.096097,0,0.012467,52,0
0,0,0,0,11,8333,0.189225,1,0.518377,47,0
2,0,0,0,13,3000,0.276574,0,0,52,0
0,0,2,0,11,5950,0.206184,0,0.029056,62,0
1,0,0,0,1,3000,0.019993,0,1,38,1
0,0,0,0,10,5200,0.249183,0,0.460364,48,1
0,0,1,0,5,11479,0.236585,0,0.058417,62,0
?,0,1,1,16,?,3105,1,0.285474,65,0
3,0,1,2,5,5776,0.552536,3,0.940147,45,1
0,0,1,0,15,?,1218,0,0.021542,52,0
0,0,1,3,5,?,3294,4,1,55,1
3,0,2,0,10,5833,0.319335,0,0.083033,63,0
0,0,2,0,10,8000,0.449194,0,0.785274,63,0
0,0,1,0,5,5416,0.336349,0,0.85575,46,1
0,0,0,2,5,2300,0.152542,4,1.389513,53,1
0,0,1,0,5,?,1474,0,1,55,0
3,0,0,0,12,6000,0.087485,0,0.549513,48,0
0,0,1,0,5,5000,0.473905,0,0,52,0
2,0,1,0,4,3846,0.518586,0,0.014697,43,0
2,0,1,0,2,4372,0.192088,0,0,47,0
0,0,3,0,16,17675,0.49983,0,0.853381,45,0
0,0,0,0,13,0,75,0,0.014691,72,0
1,0,1,0,7,4666,0.579816,0,0,32,0
2,0,2,0,9,?,3335,0,0.348419,47,0
0,2,1,2,4,2736,0.483376,1,0.954914,38,1
0,0,0,0,5,4165,0.004561,0,0.007679,74,0
3,0,0,1,7,11850,0.168256,0,0.536601,47,1
0,0,1,0,10,2200,1.459791,1,0.368766,46,0
3,0,1,0,10,5000,0.408318,0,0.108878,33,0
3,1,1,1,9,1752,0.739304,0,0.69014,44,0
3,0,2,0,7,15333,0.291639,0,0.063694,64,0
0,0,1,0,3,2400,1.478551,0,0.048863,32,0
0,0,1,0,18,4300,0.315973,0,0.17479,77,0
0,0,1,0,9,?,4161,0,0.021142,50,1
0,3,2,3,6,2520,0.588259,3,1,35,1
2,0,1,0,9,11063,0.327368,0,0.26134,46,0
0,0,0,0,10,1200,0.003331,0,0.003328,69,0
0,0,0,0,9,8333,0.149988,0,0.250515,29,0
0,0,1,0,7,?,3094,0,1,46,0
0,0,4,0,9,?,11374,0,0.035031,58,0
0,0,0,0,1,3627,0,0,0,88,0
2,0,1,0,12,?,1759,0,0.216767,55,0
0,0,0,0,4,3000,0.106298,0,0.317841,86,0
1,0,2,0,11,?,2264,0,0.001043,75,0
?,0,0,0,3,?,45,0,0.043232,71,0
0,0,1,0,8,5999,0.5355,0,0.084623,29,0
